frame_idx,filename,img_w,img_h,b_nose_x,b_nose_y,w_nose_x,w_nose_y,b_neck_x,b_neck_y,w_neck_x,w_neck_y,b_tail_x,b_tail_y,w_tail_x,w_tail_y,keypoints_per_mouse,nose_dist,neck_dist,tail_dist,b_body_len,w_body_len,min_pairwise_dist,b_orientation,w_orientation,b_facing_toward_w,w_facing_toward_b,b_nose_speed,w_nose_speed,nose_approach_velocity,relative_dist_change,nose_dist_roll5_mean,nose_dist_roll5_min,nose_dist_roll5_std,approach_in_window,is_close_interaction
447,frame_000447.jpg,1035,573,0.0,0.0,969.832734375,490.3848046875,347.45953125,163.9284375,916.9407421875,469.675546875,179.22937499999998,132.9903515625,808.5160546875,418.6672265625,7,1086.7625266513778,646.3668807279729,691.0955086975199,223.1806498592742,176.54031312285295,646.3668807279729,-2.503223480643901,0.41833445905775607,-0.9826506946361802,-0.9994393054435124,0.0,0.0,0.0,0.0,1086.7625266513778,1086.7625266513778,0.0,0,0
448,frame_000448.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,1086.7625266513778,1086.7625266513778,0.0,0,0
449,frame_000449.jpg,1035,573,,,585.4723828125,301.1492578125,,,572.5405078125001,234.523828125,,,451.2685546875,187.4342578125,7,,,,,175.90272513069414,,,0.7029422528858763,,,0.0,0.0,0.0,0.0,1086.7625266513778,1086.7625266513778,0.0,0,0
450,frame_000450.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,1086.7625266513778,1086.7625266513778,0.0,0,0
451,frame_000451.jpg,1035,573,,,,,,,,,541.6892578125,132.7498828125,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,1086.7625266513778,1086.7625266513778,0.0,0,0
452,frame_000452.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
453,frame_000453.jpg,1035,573,0.0,0.0,,,329.1594140625,151.339453125,0.0,0.0,441.9570703125,221.5184765625,,,7,,362.28379750982845,,494.36473120336865,,362.28379750982845,-2.6769681578460087,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
454,frame_000454.jpg,1035,573,,,0.0,0.0,,,951.298828125,456.3851953125,,,0.0,0.0,7,,,,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0
455,frame_000455.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
456,frame_000456.jpg,1035,573,,,221.431640625,133.2085546875,,,0.0,0.0,,,465.0732421875,141.0861328125,7,,,,,243.76891977661032,,,-3.109271265447039,,,0.0,0.0,0.0,0.0,,,0.0,0,0
457,frame_000457.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
458,frame_000458.jpg,1035,573,,,,,,,,,488.1315234375,134.8606640625,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
459,frame_000459.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
460,frame_000460.jpg,1035,573,0.0,0.0,,,,,,,338.780390625,471.07828125,,,7,,,,580.2472749935855,,,-2.194265573135955,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
461,frame_000461.jpg,1035,573,,,580.8277734375,363.91828125,0.0,0.0,511.8444140625,333.59250000000003,0.0,0.0,592.2544921875,324.4391015625,7,,610.9571672901742,675.2970562196726,,41.09958065710054,610.9571672901742,,1.8525339582795373,,,0.0,0.0,0.0,0.0,,,0.0,0,0
462,frame_000462.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
463,frame_000463.jpg,1035,573,,,,,,,0.0,0.0,,,200.2414453125,305.3841796875,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
464,frame_000464.jpg,1035,573,,,,,,,,,689.51296875,296.386640625,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
465,frame_000465.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
466,frame_000466.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
467,frame_000467.jpg,1035,573,,,60.566953125000005,148.3937109375,,,115.45171875,129.456796875,,,270.0619921875,126.9341015625,7,,,,,210.5912776596552,,,3.0395137664041436,,,0.0,0.0,0.0,0.0,,,0.0,0,0
468,frame_000468.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
469,frame_000469.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
470,frame_000470.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
471,frame_000471.jpg,1035,573,,,0.0,0.0,,,98.756953125,437.0586328125,,,234.5171484375,425.821171875,7,,,,,486.12957462826176,,,-2.0742082123544487,,,0.0,0.0,0.0,0.0,,,0.0,0,0
472,frame_000472.jpg,1035,573,0.0,0.0,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
473,frame_000473.jpg,1035,573,,,,,,,0.0,0.0,,,240.7248046875,346.2594140625,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
474,frame_000474.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
475,frame_000475.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
476,frame_000476.jpg,1035,573,0.0,0.0,,,793.9231640625001,118.5421875,,,660.2425781249999,121.752890625,,,7,,,,671.374730195209,,,-2.9592350017508813,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
477,frame_000477.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
478,frame_000478.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
479,frame_000479.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
480,frame_000480.jpg,1035,573,612.8925,99.56296875,558.3751171875,497.5209375,575.0409375,116.729765625,633.6596484375,489.260390625,422.2252734375,150.07699218750005,809.6850000000001,456.106875,7,401.6748559722785,377.11433257682586,493.740143073378,197.24517192793346,254.69939491876775,377.11433257682586,-0.25898304298251484,2.9782677374002313,0.18176518042459652,0.27485545517201554,0.0,0.0,0.0,0.0,401.6748559722785,401.6748559722785,0.0,0,0
481,frame_000481.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,401.6748559722785,401.6748559722785,0.0,0,0
482,frame_000482.jpg,1035,573,,,0.0,0.0,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,401.6748559722785,401.6748559722785,0.0,0,0
483,frame_000483.jpg,1035,573,352.3780078125,154.732734375,882.68953125,297.526640625,283.971328125,151.08339843750002,920.492109375,291.0228515625,151.71574218749998,223.595859375,,,7,549.1997920181105,651.7221459364677,,212.149651968896,,549.1997920181105,-0.3305855485782493,,,,0.0,931.4842513214824,0.0,0.0,475.43732399519456,401.6748559722785,104.31588267211954,0,0
484,frame_000484.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,475.43732399519456,401.6748559722785,104.31588267211954,0,0
485,frame_000485.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,549.1997920181105,549.1997920181105,0.0,0,0
486,frame_000486.jpg,1035,573,0.0,0.0,,,280.52015625,379.6734375,,,0.0,0.0,,,7,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,549.1997920181105,549.1997920181105,0.0,0,0
487,frame_000487.jpg,1035,573,,,,,,,,,,,406.886484375,84.34441406250001,7,,,,,,,,,,,0.0,0.0,0.0,0.0,549.1997920181105,549.1997920181105,0.0,0,0
488,frame_000488.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
489,frame_000489.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
490,frame_000490.jpg,1035,573,618.329765625,136.938046875,0.0,0.0,544.897734375,126.081328125,0.0,0.0,382.6325390625,120.45703125,206.5604296875,484.4977734375,7,633.311714513325,559.2942358265209,404.3847792291245,236.27273749903097,526.6927981077581,404.3847792291245,0.06981089010026541,-1.973800805481146,-0.9399670154531908,-0.12423089202596249,0.0,0.0,0.0,0.0,633.311714513325,633.311714513325,0.0,0,0
491,frame_000491.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,730.0853906250001,335.2112109375,7,,,,,803.3624546506041,,,-2.7111641707473555,,,0.0,0.0,0.0,0.0,633.311714513325,633.311714513325,0.0,0,0
492,frame_000492.jpg,1035,573,,,,,,,,,,,297.11917968750004,437.559609375,7,,,,,,,,,,,0.0,0.0,0.0,0.0,633.311714513325,633.311714513325,0.0,0,0
493,frame_000493.jpg,1035,573,0.0,0.0,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,633.311714513325,633.311714513325,0.0,0,0
494,frame_000494.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,633.311714513325,633.311714513325,0.0,0,0
495,frame_000495.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
496,frame_000496.jpg,1035,573,,,,,,,0.0,0.0,,,271.190859375,320.41125,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
497,frame_000497.jpg,1035,573,0.0,0.0,,,543.0474609375,189.529453125,0.0,0.0,667.786171875,209.3347265625,,,7,,575.171242703012,,699.8281211072214,,575.171242703012,-2.8378191535034927,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
498,frame_000498.jpg,1035,573,,,780.4658203125,384.9437109375,,,826.370859375,376.55625,166.0726171875,188.157890625,0.0,0.0,7,,,250.96514894294663,,870.2347713498909,250.96514894294663,,0.4582113439178064,,,0.0,0.0,0.0,0.0,,,0.0,0,0
499,frame_000499.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
500,frame_000500.jpg,1035,573,696.9563671875001,310.716796875,570.0645703125,17.816953125,699.5881640625,366.033515625,558.2860546875,46.272421875,596.9658984375,460.1525390625,506.894765625,80.7863671875,7,319.2050228034338,349.5903934464171,389.91217130171646,179.80304470162267,89.19400950529958,319.2050228034338,-0.9810970690732304,-0.7838095182607155,0.620136181311611,-0.4543378095832039,0.0,0.0,0.0,0.0,319.2050228034338,319.2050228034338,0.0,0,1
501,frame_000501.jpg,1035,573,,,,,,,,,0.0,0.0,0.0,0.0,7,,,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,319.2050228034338,319.2050228034338,0.0,0,0
502,frame_000502.jpg,1035,573,,,439.4855859375001,263.3578125,,,373.1518359375,286.7278125,,,235.7239453125,332.3634375,7,,,,,215.12922272864816,,,-0.3265355827134814,,,0.0,0.0,0.0,0.0,319.2050228034338,319.2050228034338,0.0,0,0
503,frame_000503.jpg,1035,573,,,,,,,,,407.643515625,144.31910156249998,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,319.2050228034338,319.2050228034338,0.0,0,0
504,frame_000504.jpg,1035,573,170.1383203125,144.7332421875,,,0.0,0.0,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,319.2050228034338,319.2050228034338,0.0,0,0
505,frame_000505.jpg,1035,573,663.7650000000001,250.4905078125,775.7521875,403.24828125,610.875234375,232.974140625,808.1753906250001,437.866875,468.571171875,172.1555859375,858.4133203125,497.53875,7,189.40978725964166,284.4439914217538,507.7904136094827,210.32591500634064,125.39360181022192,189.40978725964166,0.3816426196299848,-2.2905684317438246,0.9288174938704316,0.9959712340029118,504.8285829187791,0.0,0.0,0.0,189.40978725964166,189.40978725964166,0.0,1,1
506,frame_000506.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,189.40978725964166,189.40978725964166,0.0,1,0
507,frame_000507.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,189.40978725964166,189.40978725964166,0.0,1,0
508,frame_000508.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,189.40978725964166,189.40978725964166,0.0,1,0
509,frame_000509.jpg,1035,573,690.93796875,431.6391796875,,,685.5385546875001,366.3496875,,,725.970703125,225.6153515625,,,7,,,,208.98112410710414,,,1.739227448272136,,,,0.0,0.0,0.0,0.0,189.40978725964166,189.40978725964166,0.0,1,0
510,frame_000510.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
511,frame_000511.jpg,1035,573,,,624.72,447.5635546875,,,690.1297265625,451.480078125,,,835.5576562499999,457.8903515625,7,,,,,211.09040723512433,,,-3.09265191481887,,,0.0,0.0,0.0,0.0,,,0.0,0,0
512,frame_000512.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7,,,0.0,,0.0,0.0,,0.0,,,0.0,768.4973740257743,0.0,0.0,,,0.0,0,0
513,frame_000513.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
514,frame_000514.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
515,frame_000515.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
516,frame_000516.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
517,frame_000517.jpg,1035,573,,,631.3284375,436.2882421875,,,565.1883984375,415.88625,,,481.832578125,304.53140625,7,,,,,199.270860354772,,,0.7224101184704479,,,0.0,0.0,0.0,0.0,,,0.0,0,0
518,frame_000518.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
519,frame_000519.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
520,frame_000520.jpg,1035,573,,,,,,,,,0.0,0.0,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
521,frame_000521.jpg,1035,573,,,333.917578125,69.749296875,,,341.75730468750004,116.458125,,,301.2650390625,235.2207421875,7,,,,,168.6623476684579,,,-1.375969046087806,,,0.0,0.0,0.0,0.0,,,0.0,0,0
522,frame_000522.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
523,frame_000523.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
524,frame_000524.jpg,1035,573,,,0.0,0.0,,,222.77203125000003,240.9029296875,0.0,0.0,333.61921875,182.80078125,7,,,380.41807100211565,,380.41807100211565,380.41807100211565,,-2.640338232602641,,,0.0,0.0,0.0,0.0,,,0.0,0,0
525,frame_000525.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,0.0,0.0,593.053828125,331.56855468749995,7,,,679.4487099930905,,679.4487099930905,679.4487099930905,,-2.6317998069110264,,,0.0,0.0,0.0,0.0,,,0.0,0,0
526,frame_000526.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
527,frame_000527.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
528,frame_000528.jpg,1035,573,,,225.368203125,263.2576171875,,,293.429765625,258.04078125,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
529,frame_000529.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
530,frame_000530.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
531,frame_000531.jpg,1035,573,0.0,0.0,,,276.74613281250004,291.020625,,,433.8033984375,250.768828125,,,7,,,,501.0692503587804,,,-2.617454079495188,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
532,frame_000532.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
533,frame_000533.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
534,frame_000534.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
535,frame_000535.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
536,frame_000536.jpg,1035,573,,,,,,,0.0,0.0,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
537,frame_000537.jpg,1035,573,,,337.7183203125,295.0039453125,,,281.9651953125,254.1376171875,,,134.16375,309.3496875,7,,,,,204.0594604864394,,,-0.07035981293737292,,,0.0,0.0,0.0,0.0,,,0.0,0,0
538,frame_000538.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
539,frame_000539.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
540,frame_000540.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
541,frame_000541.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
542,frame_000542.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
543,frame_000543.jpg,1035,573,,,348.4058203125,507.464765625,,,0.0,0.0,,,150.2283984375,468.9474609375,7,,,,,201.8857927180896,,,0.19196441598762767,,,0.0,0.0,0.0,0.0,,,0.0,0,0
544,frame_000544.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
545,frame_000545.jpg,1035,573,,,0.0,0.0,0.0,0.0,0.0,0.0,826.0903125000001,453.145546875,0.0,0.0,7,,0.0,942.2133999572446,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0
546,frame_000546.jpg,1035,573,,,356.62406250000004,409.4403515625,,,278.182265625,404.9605078125,,,159.9673828125,299.86453125,7,,,,,225.12376609960413,,,0.5083492578430128,,,0.0,542.9752512238725,0.0,0.0,,,0.0,0,0
547,frame_000547.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
548,frame_000548.jpg,1035,573,,,131.5297265625,245.701171875,,,0.0,0.0,,,331.51289062499995,153.864375,7,,,,,220.06195302393547,,,2.711095698767952,,,0.0,0.0,0.0,0.0,,,0.0,0,0
549,frame_000549.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
550,frame_000550.jpg,1035,573,,,,,,,0.0,0.0,,,296.8608984375,402.2084765625,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
551,frame_000551.jpg,1035,573,,,157.8610546875,330.75140625,,,203.6213671875,381.0650390625,0.0,0.0,305.54894531250005,487.70625,7,,,575.5150252344795,,215.51458422540432,575.5150252344795,,-2.3257847828062586,,,0.0,0.0,0.0,0.0,,,0.0,0,0
552,frame_000552.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
553,frame_000553.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
554,frame_000554.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
555,frame_000555.jpg,1035,573,,,0.0,0.0,,,63.9580078125,279.3200390625,734.8346484375,376.0775390625,235.2474609375,294.83027343749995,7,,,506.15064564386313,,377.18199587569336,506.15064564386313,,-2.244260413084462,,,0.0,0.0,0.0,0.0,,,0.0,0,0
556,frame_000556.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
557,frame_000557.jpg,1035,573,,,,,,,0.0,0.0,,,342.752578125,430.5882421875,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
558,frame_000558.jpg,1035,573,,,,,,,,,,,424.89046875,416.1734765625,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
559,frame_000559.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
560,frame_000560.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
561,frame_000561.jpg,1035,573,0.0,0.0,,,631.7937890625,436.8537890625,,,767.741015625,418.874296875,,,7,,,,874.5752933026591,,,-2.642139057530541,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
562,frame_000562.jpg,1035,573,,,879.6814453124999,109.28859375,,,857.4625781249999,152.2768359375,,,794.3595703125,275.163046875,7,,,,,186.53191832239716,,,-1.0957139944302736,,,0.0,0.0,0.0,0.0,,,0.0,0,0
563,frame_000563.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
564,frame_000564.jpg,1035,573,862.165078125,242.3034375,,,813.2942578125001,276.801796875,,,0.0,0.0,,,7,,,,895.5666238547548,,,0.2739734403556173,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
565,frame_000565.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
566,frame_000566.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
567,frame_000567.jpg,1035,573,562.5788671875,252.0713671875,,,495.33890625,245.349375,,,348.1920703125,287.4380859375,,,7,,,,217.2843838601019,,,-0.16349436625530764,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
568,frame_000568.jpg,1035,573,260.289609375,437.14546875,,,298.06546875,455.060390625,,,385.1129296875,476.8294921875,,,7,,,,130.97970457297967,,,-2.833776231659563,,,,354.444944184564,0.0,0.0,0.0,,,0.0,0,0
569,frame_000569.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
570,frame_000570.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
571,frame_000571.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
572,frame_000572.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
573,frame_000573.jpg,1035,573,,,,,,,0.0,0.0,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
574,frame_000574.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,382.9976953125,330.1569140625,,,7,,,,505.6588004949183,,,-2.430153768432604,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
575,frame_000575.jpg,1035,573,0.0,0.0,,,780.294375,473.790234375,,,753.4754296875001,370.0747265625,,,7,,,,839.4525158596358,,,-2.685044443115408,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
576,frame_000576.jpg,1035,573,0.0,0.0,,,366.496640625,505.6412109375,0.0,0.0,507.6050390625,469.6555078125,,,7,,624.4940526440198,,691.5483870997455,,624.4940526440198,-2.3950075508991238,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
577,frame_000577.jpg,1035,573,,,,,,,,,668.5565625,366.8862890625,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
578,frame_000578.jpg,1035,573,0.0,0.0,,,113.394375,132.1264453125,,,192.7512890625,196.111171875,,,7,,,,274.9775466641617,,,-2.3475544193611904,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
579,frame_000579.jpg,1035,573,,,0.0,0.0,,,0.0,0.0,,,804.3813281250001,333.1004296875,7,,,,,870.6234647045393,,,-2.748984010894344,,,0.0,0.0,0.0,0.0,,,0.0,0,0
580,frame_000580.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
581,frame_000581.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
582,frame_000582.jpg,1035,573,,,,,,,,,,,0.0,0.0,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
583,frame_000583.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
584,frame_000584.jpg,1035,573,,,,,,,,,519.2900390625,131.1912890625,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
585,frame_000585.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
586,frame_000586.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
587,frame_000587.jpg,1035,573,787.1366015625,166.63371093749998,,,754.93828125,169.78429687500002,,,617.2988671875,207.8340234375,,,7,,,,174.7636168306513,,,-0.23798901130793487,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
588,frame_000588.jpg,1035,573,,,,,,,,,650.71734375,330.50203125,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
589,frame_000589.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
590,frame_000590.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
591,frame_000591.jpg,1035,573,,,541.762734375,463.2675,,,487.3967578125,485.5887890625,,,308.7418359375,493.4574609375,7,,,,,234.96845075462255,,,-0.12884133549378668,,,0.0,0.0,0.0,0.0,,,0.0,0,0
592,frame_000592.jpg,1035,573,,,166.266328125,203.169375,,,223.7005078125,180.975,,,336.731953125,223.2908203125,7,,,,,171.64906602747524,,,-3.024098184341886,,,0.0,456.78067574622804,0.0,0.0,,,0.0,0,0
593,frame_000593.jpg,1035,573,329.4778125,189.9235546875,,,278.119921875,169.79765625000002,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
594,frame_000594.jpg,1035,573,,,,,,,,,,,,,7,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
595,frame_000595.jpg,1035,573,0.0,0.0,,,0.0,0.0,,,167.058984375,427.2350390625,,,7,,,,458.73574404349876,,,-1.943540559955793,,,,0.0,0.0,0.0,0.0,,,0.0,0,0
